player,dealer,action,value
20,9,0,-0.8749999999999999
13,6,0,-0.2607526881720432
20,6,1,0.6934959349593485
16,11,0,-0.6184235517568841
21,11,1,0.6484875248399183
7,10,1,-0.4358974358974359
17,10,0,-0.7105263157894736
12,2,0,-0.2354031510658019
17,2,1,-0.177835051546392
14,2,0,-0.5897435897435898
15,2,1,-0.2973684210526321
8,5,1,-0.17690192483959666
14,2,1,-0.31308900523560096
17,3,1,-0.107797452625039
14,8,0,-0.37133206670888674
21,4,1,0.8947165445430002
15,10,0,-0.497203201851674
21,10,1,0.890311286175397
12,9,1,-0.42857142857142855
16,10,1,-0.7272727272727273
17,7,1,-0.10255924170616132
15,10,1,-0.5076923076923078
18,2,1,0.13446411012782725
14,10,1,-0.5652173913043478
8,10,0,-0.3355342136854744
18,10,1,-0.2365736643532548
17,7,0,-0.7692307692307692
9,7,0,0.1415157612340714
15,7,1,-0.43589743589743585
16,5,1,-0.15365919524709673
16,4,1,-0.23563061836011995
19,5,1,0.4302219519610815
18,7,1,0.3931130573248403
21,9,1,0.9406454524937939
13,8,0,-0.3219721329046097
19,8,0,-0.6363636363636364
20,8,0,-0.6444444444444445
12,11,1,-0.9375
17,8,1,-0.3779991866612443
19,10,0,-0.6363636363636365
17,10,1,-0.455374387998023
11,4,0,0.2799999999999995
17,2,0,-0.8076923076923076
5,3,1,-0.36363636363636365
17,11,1,-0.6482692307692312
19,7,0,-0.6666666666666666
11,11,0,-0.07933662034961905
18,11,1,-0.37200223089793616
14,10,0,-0.4746618211185143
16,10,0,-0.5392991763227705
13,10,1,-0.65
9,10,1,-0.6774193548387097
11,5,1,-0.1045576407506703
10,7,0,0.2664819944598339
18,10,0,-0.6052631578947367
12,8,0,-0.2464550979068199
18,8,0,-0.17647058823529407
9,8,0,0.1133802816901408
18,5,1,0.17774244833068356
10,10,0,-0.0540100420681232
16,5,0,-0.5357142857142856
10,5,0,0.24559111691704763
20,5,1,0.6533253683791298
5,2,0,-0.2173913043478261
8,2,1,-0.33333333333333326
6,10,1,-0.6756756756756755
8,4,0,0.03780378037803783
12,4,1,-0.19206534422403734
20,7,1,0.7731653076352855
20,10,1,0.4353276970879415
19,10,1,-0.021637426900584827
19,5,0,-0.8518518518518519
12,10,1,-0.6216216216216217
16,9,1,-0.5510204081632653
18,4,0,-0.46666666666666673
13,4,1,-0.19785847299813725
17,11,0,-0.6512605042016807
13,10,0,-0.43573897559442737
8,10,1,-0.6097560975609757
20,10,0,-0.8823529411764707
11,3,0,0.25168107588856875
14,3,0,-0.24390243902439027
10,4,0,0.27509706045479726
14,4,0,-0.33333333333333326
15,4,1,-0.17194092827004204
16,3,1,-0.2227623677437801
8,3,0,0.0008787346221441899
14,3,1,-0.2211055276381913
21,2,1,0.889088191330344
16,8,1,-0.5161353412869154
19,4,1,0.39638157894736886
18,9,1,-0.163585768236931
12,11,0,-0.5023526775711425
14,11,1,-0.8043478260869563
20,5,0,-0.8823529411764706
6,5,0,-0.2527472527472527
17,5,0,-0.6499999999999999
21,6,1,0.8978374347501881
20,11,0,-0.9117647058823529
16,7,0,-0.3841125198098253
13,11,1,-0.8478260869565217
11,4,1,-0.21019108280254786
15,11,0,-0.5912437039907005
